title,price,rating,availability,category,image_url,book_url
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",£15.06,Four de 5 estrelas,In stock (14 available),Nonfiction,https://books.toscrape.com/media/cache/65/c4/65c4530fe298242e8b64c9ab8dd0c2d6.jpg,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html
Every Last Word,£46.47,Three de 5 estrelas,In stock (14 available),Default,https://books.toscrape.com/media/cache/c8/2d/c82df316ba150c761cd0b42b05930697.jpg,https://books.toscrape.com/catalogue/every-last-word_693/index.html
Eligible (The Austen Project #4),£27.09,Three de 5 estrelas,In stock (14 available),Fiction,https://books.toscrape.com/media/cache/0a/9a/0a9a0b211bee87b544bd97a8320a0b73.jpg,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html
El Deafo,£57.62,Five de 5 estrelas,In stock (14 available),Sequential Art,https://books.toscrape.com/media/cache/95/4b/954b63f24b0e4c1c5ce494b33f694b73.jpg,https://books.toscrape.com/catalogue/el-deafo_691/index.html
Eight Hundred Grapes,£14.39,Four de 5 estrelas,In stock (14 available),Fiction,https://books.toscrape.com/media/cache/5b/34/5b34d6d54467af2d5e44a5f91031adf2.jpg,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",£51.75,Five de 5 estrelas,In stock (14 available),Nonfiction,https://books.toscrape.com/media/cache/8e/93/8e93f7095bcb98006b620dae07ef5514.jpg,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html
"Eat Fat, Get Thin",£54.07,Two de 5 estrelas,In stock (14 available),Health,https://books.toscrape.com/media/cache/a7/6b/a76b04d5de0b2f8f038c9ac27f4d2a42.jpg,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html
Don't Get Caught,£55.35,One de 5 estrelas,In stock (14 available),Young Adult,https://books.toscrape.com/media/cache/78/11/78112d48a74583a7acc24a2b46a9f59d.jpg,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html
Doctor Sleep (The Shining #2),£40.12,Two de 5 estrelas,In stock (14 available),Horror,https://books.toscrape.com/media/cache/30/05/30053f9d8549febc67059c52fca65744.jpg,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),£37.51,Five de 5 estrelas,In stock (14 available),Fantasy,https://books.toscrape.com/media/cache/b7/d5/b7d558f31dc9803aeb6c76009fdea5bc.jpg,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html
Dear Mr. Knightley,£11.21,Five de 5 estrelas,In stock (14 available),Fiction,https://books.toscrape.com/media/cache/e1/8d/e18dc724d16d7501dcaaa56bdb49c16d.jpg,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html
Daily Fantasy Sports,£36.58,One de 5 estrelas,In stock (14 available),Default,https://books.toscrape.com/media/cache/f6/65/f6656d023fae1a6219bbe85219d59fd2.jpg,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html
Crazy Love: Overwhelmed by a Relentless God,£47.72,Two de 5 estrelas,In stock (14 available),Christian,https://books.toscrape.com/media/cache/5d/34/5d344393618369df3f560e018b1d9853.jpg,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html
Cometh the Hour (The Clifton Chronicles #6),£25.01,Three de 5 estrelas,In stock (14 available),Fiction,https://books.toscrape.com/media/cache/a0/f6/a0f6ff77c5f4604f88b1c74bbf669995.jpg,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html
Code Name Verity (Code Name Verity #1),£22.13,Four de 5 estrelas,In stock (14 available),Add a comment,https://books.toscrape.com/media/cache/65/9a/659ada7d88e3bda8db70f7e5312a39e2.jpg,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
Clockwork Angel (The Infernal Devices #1),£44.14,One de 5 estrelas,In stock (14 available),Default,https://books.toscrape.com/media/cache/2f/9f/2f9ff4e4be85da448b02108171b54c3b.jpg,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html
City of Glass (The Mortal Instruments #3),£56.02,Four de 5 estrelas,In stock (14 available),Fantasy,https://books.toscrape.com/media/cache/10/66/106624e3f3bf865390255be16dfb71d8.jpg,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html
City of Fallen Angels (The Mortal Instruments #4),£11.23,Four de 5 estrelas,In stock (14 available),Default,https://books.toscrape.com/media/cache/21/46/2146903b83225c6a74b42a0f19a54e5d.jpg,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
City of Bones (The Mortal Instruments #1),£43.28,One de 5 estrelas,In stock (14 available),Default,https://books.toscrape.com/media/cache/7e/98/7e987ded586edb92faf57a0af78f1498.jpg,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html
City of Ashes (The Mortal Instruments #2),£47.27,One de 5 estrelas,In stock (14 available),Default,https://books.toscrape.com/media/cache/f0/90/f090a59e89a8d38bb1bcdc2137b18262.jpg,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html
Cell,£20.29,Four de 5 estrelas,In stock (14 available),Add a comment,https://books.toscrape.com/media/cache/03/da/03da11f81eda5e742df8a39e90c21c70.jpg,https://books.toscrape.com/catalogue/cell_674/index.html
Catching Jordan (Hundred Oaks),£50.83,Three de 5 estrelas,In stock (14 available),Young Adult,https://books.toscrape.com/media/cache/f4/8b/f48b76634af0040d4eea1ee896d3676b.jpg,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html
"Carry On, Warrior: Thoughts on Life Unarmed",£31.85,Three de 5 estrelas,In stock (14 available),Default,https://books.toscrape.com/media/cache/d1/6b/d16b11b4c957d39bea33a43a96bf9e4c.jpg,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
Carrie,£46.23,Two de 5 estrelas,In stock (14 available),Default,https://books.toscrape.com/media/cache/6b/79/6b794e3dc0a32702b2132e2195f6c30f.jpg,https://books.toscrape.com/catalogue/carrie_671/index.html
Buying In: The Secret Dialogue Between What We Buy and Who We Are,£37.80,Four de 5 estrelas,In stock (14 available),Nonfiction,https://books.toscrape.com/media/cache/db/36/db3686ef6b30490998c1b24dbdf730d8.jpg,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html
Brain on Fire: My Month of Madness,£49.32,Five de 5 estrelas,In stock (14 available),Nonfiction,https://books.toscrape.com/media/cache/03/2c/032c97318d71f028d40ab6f5d2ae023f.jpg,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html
Batman: Europa,£32.01,Two de 5 estrelas,In stock (14 available),Sequential Art,https://books.toscrape.com/media/cache/dc/f7/dcf7314eb8526366ae9179d1f94bc78e.jpg,https://books.toscrape.com/catalogue/batman-europa_668/index.html
Barefoot Contessa Back to Basics,£28.01,One de 5 estrelas,In stock (14 available),Food and Drink,https://books.toscrape.com/media/cache/29/b1/29b1f537504f37527f1bf8182559684e.jpg,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,£50.62,Five de 5 estrelas,In stock (14 available),Food and Drink,https://books.toscrape.com/media/cache/4e/92/4e92fef6b2d96fb732480c484dcb1a98.jpg,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
Balloon Animals,£17.03,Three de 5 estrelas,In stock (14 available),Fiction,https://books.toscrape.com/media/cache/f3/fc/f3fc38185b3b6ede38fd9dea2590c01f.jpg,https://books.toscrape.com/catalogue/balloon-animals_665/index.html
Art Ops Vol. 1,£48.80,Three de 5 estrelas,In stock (14 available),Sequential Art,https://books.toscrape.com/media/cache/36/36/3636bc73e33a70300d8265667373d622.jpg,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),£58.14,Four de 5 estrelas,In stock (14 available),Young Adult,https://books.toscrape.com/media/cache/e5/3a/e53a42b20d0c60634289aaad3fbb75c6.jpg,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
Angels Walking (Angels Walking #1),£34.20,Two de 5 estrelas,In stock (14 available),Add a comment,https://books.toscrape.com/media/cache/ba/d9/bad95369105e8e403bf1f2b9288c5e41.jpg,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
Angels & Demons (Robert Langdon #1),£51.48,Three de 5 estrelas,In stock (14 available),Default,https://books.toscrape.com/media/cache/c2/fd/c2fd7fed7aa38d095127d2ec62726b17.jpg,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
All the Light We Cannot See,£29.87,Five de 5 estrelas,In stock (14 available),Historical,https://books.toscrape.com/media/cache/a6/96/a696c1d6bb1ff8f65f51a116160b2aef.jpg,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",£10.90,Two de 5 estrelas,In stock (14 available),Sequential Art,https://books.toscrape.com/media/cache/bd/b8/bdb8adf93cb0a6778930ccd543dd9b37.jpg,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html
Abstract City,£56.37,Five de 5 estrelas,In stock (14 available),Nonfiction,https://books.toscrape.com/media/cache/5f/5e/5f5e2741d6c84f05fdd5adf8ba0d5642.jpg,https://books.toscrape.com/catalogue/abstract-city_658/index.html
A Time of Torment (Charlie Parker #14),£48.35,Five de 5 estrelas,In stock (14 available),Mystery,https://books.toscrape.com/media/cache/f1/37/f137a410ed7d6fcfce17d081caf97915.jpg,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html
A Study in Scarlet (Sherlock Holmes #1),£16.73,Two de 5 estrelas,In stock (14 available),Mystery,https://books.toscrape.com/media/cache/27/40/274003f2720f82844873945b87af6c19.jpg,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",£56.48,Two de 5 estrelas,In stock (14 available),Add a comment,https://books.toscrape.com/media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
A People's History of the United States,£40.79,Two de 5 estrelas,In stock (14 available),Add a comment,https://books.toscrape.com/media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
A Man Called Ove,£39.72,One de 5 estrelas,In stock (14 available),Fiction,https://books.toscrape.com/media/cache/e9/e2/e9e22f047d6733f6c9dbbb8bf5342b09.jpg,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html
A Distant Mirror: The Calamitous 14th Century,£14.58,Three de 5 estrelas,In stock (14 available),History,https://books.toscrape.com/media/cache/d8/0a/d80ac19cd0aef94c5ac257b1eb3c1d37.jpg,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html
A Brush of Wings (Angels Walking #3),£55.51,One de 5 estrelas,In stock (14 available),Add a comment,https://books.toscrape.com/media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
1491: New Revelations of the Americas Before Columbus,£21.80,Three de 5 estrelas,In stock (14 available),History,https://books.toscrape.com/media/cache/2d/d2/2dd235d80326531092c70e191d630c7d.jpg,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html
"The Three Searches, Meaning, and the Story",£13.33,Three de 5 estrelas,In stock (13 available),Default,https://books.toscrape.com/media/cache/35/ec/35ec45c2c5ed5eceb29fe5823ee9744e.jpg,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
Searching for Meaning in Gailana,£38.73,One de 5 estrelas,In stock (13 available),Fantasy,https://books.toscrape.com/media/cache/9e/b4/9eb4396139c421fc9f832011c68adb2c.jpg,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
Rook,£37.86,Four de 5 estrelas,In stock (13 available),Add a comment,https://books.toscrape.com/media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg,https://books.toscrape.com/catalogue/rook_647/index.html
My Kitchen Year: 136 Recipes That Saved My Life,£11.53,Two de 5 estrelas,In stock (13 available),Food and Drink,https://books.toscrape.com/media/cache/70/48/7048787b6fdc04627217bf39465acb7e.jpg,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
13 Hours: The Inside Account of What Really Happened In Benghazi,£27.06,One de 5 estrelas,In stock (13 available),Nonfiction,https://books.toscrape.com/media/cache/db/8d/db8dda82c57fd0c2b466d40c04ed6075.jpg,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html
Will You Won't You Want Me?,£13.86,Three de 5 estrelas,In stock (12 available),Womens Fiction,https://books.toscrape.com/media/cache/b9/ef/b9efe934eaeb1f51ad31a971188d7bc3.jpg,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html
Tipping Point for Planet Earth: How Close Are We to the Edge?,£37.55,One de 5 estrelas,In stock (12 available),Science,https://books.toscrape.com/media/cache/8e/cb/8ecbec21e76445ee83229a439e22aeaa.jpg,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
The Star-Touched Queen,£32.30,Five de 5 estrelas,In stock (12 available),Fantasy,https://books.toscrape.com/media/cache/dc/57/dc57f908a0a2e130a5c065893a9005dd.jpg,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
The Silent Sister (Riley MacPherson #1),£46.29,Five de 5 estrelas,In stock (12 available),Fiction,https://books.toscrape.com/media/cache/98/df/98df70802a22c17dac6026645da4ab87.jpg,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html
The Midnight Watch: A Novel of the Titanic and the Californian,£26.20,One de 5 estrelas,In stock (12 available),Add a comment,https://books.toscrape.com/media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
The Lonely City: Adventures in the Art of Being Alone,£33.26,Two de 5 estrelas,In stock (12 available),Nonfiction,https://books.toscrape.com/media/cache/79/66/79660d2683a90670aa014cae6e02b2dc.jpg,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,£59.15,Four de 5 estrelas,In stock (12 available),Add a comment,https://books.toscrape.com/media/cache/39/a9/39a9cca83d84bff87903d4addbef4941.jpg,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
The Golden Condom: And Other Essays on Love Lost and Found,£39.43,One de 5 estrelas,In stock (12 available),Psychology,https://books.toscrape.com/media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
The Epidemic (The Program 0.6),£14.44,Five de 5 estrelas,In stock (12 available),Young Adult,https://books.toscrape.com/media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
The Dinner Party,£56.54,Two de 5 estrelas,In stock (12 available),Fiction,https://books.toscrape.com/media/cache/a5/ad/a5ad88ff798c629eb24b19188c1ea902.jpg,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html
The Diary of a Young Girl,£59.90,Three de 5 estrelas,In stock (12 available),Nonfiction,https://books.toscrape.com/media/cache/eb/26/eb2622ca0a304963d3bac0efa1bad775.jpg,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
The Children,£11.88,Three de 5 estrelas,In stock (12 available),Add a comment,https://books.toscrape.com/media/cache/b3/0b/b30bf2a60739293261c9a997c7ae2ef6.jpg,https://books.toscrape.com/catalogue/the-children_633/index.html
Stars Above (The Lunar Chronicles #4.5),£48.05,Two de 5 estrelas,In stock (12 available),Young Adult,https://books.toscrape.com/media/cache/8f/22/8f221677f6d28eba048ebb505fcfd90a.jpg,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
